anio,mes,tipo_licencia,sexo,cantidad
2018,Agosto,nuevas,FEMENINO,1925
2018,Agosto,renovadas,MASCULINO,26012
2018,Agosto,renovadas,FEMENINO,10209
2018,Septiembre,nuevas,MASCULINO,3319
2018,Septiembre,nuevas,FEMENINO,1582
2018,Septiembre,renovadas,MASCULINO,22989
2018,Septiembre,renovadas,FEMENINO,8873
2018,Octubre,nuevas,MASCULINO,3353
2018,Octubre,nuevas,FEMENINO,1750
2018,Octubre,renovadas,MASCULINO,25931
2018,Octubre,renovadas,FEMENINO,9928
2018,Noviembre,nuevas,MASCULINO,2582
2018,Noviembre,nuevas,FEMENINO,1456
2018,Noviembre,renovadas,MASCULINO,22357
2018,Noviembre,renovadas,FEMENINO,9254
2018,Diciembre,nuevas,MASCULINO,2816
2018,Diciembre,nuevas,FEMENINO,1600
2018,Diciembre,renovadas,MASCULINO,24137
2018,Diciembre,renovadas,FEMENINO,9568
2019,Enero,nuevas,MASCULINO,2686
2019,Enero,nuevas,FEMENINO,1365
2019,Enero,renovadas,MASCULINO,28219
2019,Enero,renovadas,FEMENINO,11270
2019,Febrero,nuevas,MASCULINO,2796
2019,Febrero,nuevas,FEMENINO,1504
2019,Febrero,renovadas,MASCULINO,22109
2019,Febrero,renovadas,FEMENINO,9122
2019,Marzo,nuevas,MASCULINO,2624
2019,Marzo,nuevas,FEMENINO,1519
2019,Marzo,renovadas,MASCULINO,20956
2019,Marzo,renovadas,FEMENINO,8317
2019,Abril,nuevas,MASCULINO,2730
2019,Abril,nuevas,FEMENINO,1581
2019,Abril,renovadas,MASCULINO,21833
2019,Abril,renovadas,FEMENINO,8609
2019,Mayo,nuevas,MASCULINO,2985
2019,Mayo,nuevas,FEMENINO,1604
2019,Mayo,renovadas,MASCULINO,24538
2019,Mayo,renovadas,FEMENINO,9724
2019,Junio,nuevas,MASCULINO,2512
2019,Junio,nuevas,FEMENINO,1508
2019,Junio,renovadas,MASCULINO,20637
2019,Junio,renovadas,FEMENINO,8183
2019,Julio,nuevas,MASCULINO,2544
2019,Julio,nuevas,FEMENINO,1482
2019,Julio,renovadas,MASCULINO,25424
2019,Julio,renovadas,FEMENINO,10184
2019,Agosto,nuevas,MASCULINO,2552
2019,Agosto,nuevas,FEMENINO,1367
2019,Agosto,renovadas,MASCULINO,23243
2019,Agosto,renovadas,FEMENINO,9415
2019,Septiembre,nuevas,MASCULINO,2789
2019,Septiembre,nuevas,FEMENINO,1550
2019,Septiembre,renovadas,MASCULINO,26267
2019,Septiembre,renovadas,FEMENINO,10518
2019,Octubre,nuevas,MASCULINO,2619
2019,Octubre,nuevas,FEMENINO,1543
2019,Octubre,renovadas,MASCULINO,26967
2019,Octubre,renovadas,FEMENINO,10784
2019,Noviembre,nuevas,MASCULINO,2500
2019,Noviembre,nuevas,FEMENINO,1349
2019,Noviembre,renovadas,MASCULINO,26024
2019,Noviembre,renovadas,FEMENINO,10454
2019,Diciembre,nuevas,MASCULINO,2548
2019,Diciembre,nuevas,FEMENINO,1514
2019,Diciembre,renovadas,MASCULINO,25312
2019,Diciembre,renovadas,FEMENINO,9943
2020,Enero,nuevas,MASCULINO,2537
2020,Enero,nuevas,FEMENINO,1331
2020,Enero,renovadas,MASCULINO,28417
2020,Enero,renovadas,FEMENINO,11606
2020,Febrero,nuevas,MASCULINO,1963
2020,Febrero,nuevas,FEMENINO,1189
2020,Febrero,renovadas,MASCULINO,18098
2020,Febrero,renovadas,FEMENINO,8868
2020,Marzo,nuevas,MASCULINO,1084
2020,Marzo,nuevas,FEMENINO,679
2020,Marzo,renovadas,MASCULINO,10815
2020,Marzo,renovadas,FEMENINO,4866
2020,Abril,nuevas,MASCULINO,0
2020,Abril,nuevas,FEMENINO,0
2020,Abril,renovadas,MASCULINO,0
2020,Abril,renovadas,FEMENINO,0
2020,Mayo,nuevas,MASCULINO,0
2020,Mayo,nuevas,FEMENINO,0
2020,Mayo,renovadas,MASCULINO,0
2020,Mayo,renovadas,FEMENINO,0
2020,Junio,nuevas,MASCULINO,0
2020,Junio,nuevas,FEMENINO,0
2020,Junio,renovadas,MASCULINO,0
2020,Junio,renovadas,FEMENINO,0
2020,Julio,nuevas,MASCULINO,1
2020,Julio,nuevas,FEMENINO,0
2020,Julio,renovadas,MASCULINO,11
2020,Julio,renovadas,FEMENINO,4
2020,Agosto,nuevas,MASCULINO,0
2020,Agosto,nuevas,FEMENINO,0
2020,Agosto,renovadas,MASCULINO,222
2020,Agosto,renovadas,FEMENINO,129
2020,Septiembre,nuevas,MASCULINO,0
2020,Septiembre,nuevas,FEMENINO,1
2020,Septiembre,renovadas,MASCULINO,340
2020,Septiembre,renovadas,FEMENINO,271
2020,Octubre,nuevas,MASCULINO,114
2020,Octubre,nuevas,FEMENINO,42
2020,Octubre,renovadas,MASCULINO,634
2020,Octubre,renovadas,FEMENINO,375
2020,Noviembre,nuevas,MASCULINO,1001
2020,Noviembre,nuevas,FEMENINO,426
2020,Noviembre,renovadas,MASCULINO,1102
2020,Noviembre,renovadas,FEMENINO,554
2020,Diciembre,nuevas,MASCULINO,1818
2020,Diciembre,nuevas,FEMENINO,1001
2020,Diciembre,renovadas,MASCULINO,1342
2020,Diciembre,renovadas,FEMENINO,583
2021,Enero,nuevas,MASCULINO,2163
2021,Enero,nuevas,FEMENINO,1216
2021,Enero,renovadas,MASCULINO,1464
2021,Enero,renovadas,FEMENINO,688
2021,Febrero,nuevas,MASCULINO,2503
2021,Febrero,nuevas,FEMENINO,1731
2021,Febrero,renovadas,MASCULINO,1264
2021,Febrero,renovadas,FEMENINO,672
2021,Marzo,nuevas,MASCULINO,3947
2021,Marzo,nuevas,FEMENINO,2698
2021,Marzo,renovadas,MASCULINO,1178
2021,Marzo,renovadas,FEMENINO,541
2021,Abril,nuevas,MASCULINO,3737
2021,Abril,nuevas,FEMENINO,2547
2021,Abril,renovadas,MASCULINO,1080
2021,Abril,renovadas,FEMENINO,424
2021,Mayo,nuevas,MASCULINO,2515
2021,Mayo,nuevas,FEMENINO,1724
2021,Mayo,renovadas,MASCULINO,530
2021,Mayo,renovadas,FEMENINO,159
2021,Junio,nuevas,MASCULINO,3861
2021,Junio,nuevas,FEMENINO,2718
2021,Junio,renovadas,MASCULINO,1197
2021,Junio,renovadas,FEMENINO,462
2021,Julio,nuevas,MASCULINO,3517
2021,Julio,nuevas,FEMENINO,2338
2021,Julio,renovadas,MASCULINO,1018
2021,Julio,renovadas,FEMENINO,396
2021,Agosto,nuevas,MASCULINO,3338
2021,Agosto,nuevas,FEMENINO,1997
2021,Agosto,renovadas,MASCULINO,896
2021,Agosto,renovadas,FEMENINO,318
2021,Septiembre,nuevas,MASCULINO,2768
2021,Septiembre,nuevas,FEMENINO,1775
2021,Septiembre,renovadas,MASCULINO,920
2021,Septiembre,renovadas,FEMENINO,328
2021,Octubre,nuevas,MASCULINO,2264
2021,Octubre,nuevas,FEMENINO,1363
2021,Octubre,renovadas,MASCULINO,871
2021,Octubre,renovadas,FEMENINO,323
2021,Noviembre,nuevas,MASCULINO,2492
2021,Noviembre,nuevas,FEMENINO,1631
2021,Noviembre,renovadas,MASCULINO,883
2021,Noviembre,renovadas,FEMENINO,330
2021,Diciembre,nuevas,MASCULINO,2368
2021,Diciembre,nuevas,FEMENINO,1733
2021,Diciembre,renovadas,MASCULINO,945
2021,Diciembre,renovadas,FEMENINO,379
2022,Enero,nuevas,MASCULINO,2176
2022,Enero,nuevas,FEMENINO,1230
2022,Enero,renovadas,MASCULINO,993
2022,Enero,renovadas,FEMENINO,395
2022,Febrero,nuevas,MASCULINO,1991
2022,Febrero,nuevas,FEMENINO,1290
2022,Febrero,renovadas,MASCULINO,1359
2022,Febrero,renovadas,FEMENINO,644
2022,Marzo,nuevas,MASCULINO,1895
2022,Marzo,nuevas,FEMENINO,1400
2022,Marzo,renovadas,MASCULINO,2653
2022,Marzo,renovadas,FEMENINO,1206
2022,Abril,nuevas,MASCULINO,1769
2022,Abril,nuevas,FEMENINO,1410
2022,Abril,renovadas,MASCULINO,7918
2022,Abril,renovadas,FEMENINO,3376
2022,Mayo,nuevas,MASCULINO,1799
2022,Mayo,nuevas,FEMENINO,1344
2022,Mayo,renovadas,MASCULINO,11584
2022,Mayo,renovadas,FEMENINO,5109
2022,Junio,nuevas,MASCULINO,2003
2022,Junio,nuevas,FEMENINO,1625
2022,Junio,renovadas,MASCULINO,14939
2022,Junio,renovadas,FEMENINO,6901
2022,Julio,nuevas,MASCULINO,1960
2022,Julio,nuevas,FEMENINO,1626
2022,Julio,renovadas,MASCULINO,17526
2022,Julio,renovadas,FEMENINO,7866
2022,Agosto,nuevas,MASCULINO,1938
2022,Agosto,nuevas,FEMENINO,1661
2022,Agosto,renovadas,MASCULINO,24286
2022,Agosto,renovadas,FEMENINO,11243
2022,Septiembre,nuevas,MASCULINO,2111
2022,Septiembre,nuevas,FEMENINO,1672
2022,Septiembre,renovadas,MASCULINO,26479
2022,Septiembre,renovadas,FEMENINO,12052
2022,Octubre,nuevas,MASCULINO,2568
2022,Octubre,nuevas,FEMENINO,1969
2022,Octubre,renovadas,MASCULINO,22589
2022,Octubre,renovadas,FEMENINO,10373
2022,Noviembre,nuevas,MASCULINO,2151
2022,Noviembre,nuevas,FEMENINO,1534
2022,Noviembre,renovadas,MASCULINO,24441
2022,Noviembre,renovadas,FEMENINO,11195
2022,Diciembre,nuevas,MASCULINO,1789
2022,Diciembre,nuevas,FEMENINO,1408
2022,Diciembre,renovadas,MASCULINO,21738
2022,Diciembre,renovadas,FEMENINO,10194
2023,Enero,nuevas,MASCULINO,1810
2023,Enero,nuevas,FEMENINO,1196
2023,Enero,renovadas,MASCULINO,26218
2023,Enero,renovadas,FEMENINO,11877
2023,Febrero,nuevas,MASCULINO,1682
2023,Febrero,nuevas,FEMENINO,1131
2023,Febrero,renovadas,MASCULINO,18486
2023,Febrero,renovadas,FEMENINO,9089
2023,Marzo,nuevas,MASCULINO,1999
2023,Marzo,nuevas,FEMENINO,1429
2023,Marzo,renovadas,MASCULINO,21350
2023,Marzo,renovadas,FEMENINO,11054
2023,Abril,nuevas,MASCULINO,1818
2023,Abril,nuevas,FEMENINO,1338
2023,Abril,renovadas,MASCULINO,18959
2023,Abril,renovadas,FEMENINO,9327
2023,Mayo,nuevas,MASCULINO,2092
2023,Mayo,nuevas,FEMENINO,1533
2023,Mayo,renovadas,MASCULINO,20291
2023,Mayo,renovadas,FEMENINO,9669
2023,Junio,nuevas,MASCULINO,2427
2023,Junio,nuevas,FEMENINO,1679
2023,Junio,renovadas,MASCULINO,20240
2023,Junio,renovadas,FEMENINO,10099
2023,Julio,nuevas,MASCULINO,2416
2023,Julio,nuevas,FEMENINO,1668
2023,Julio,renovadas,MASCULINO,21883
2023,Julio,renovadas,FEMENINO,10761
2023,Agosto,nuevas,MASCULINO,2292
2023,Agosto,nuevas,FEMENINO,1692
2023,Agosto,renovadas,MASCULINO,22008
2023,Agosto,renovadas,FEMENINO,10483
2023,Septiembre,nuevas,MASCULINO,2248
2023,Septiembre,nuevas,FEMENINO,1589
2023,Septiembre,renovadas,MASCULINO,22218
2023,Septiembre,renovadas,FEMENINO,10310
2023,Octubre,nuevas,MASCULINO,2195
2023,Octubre,nuevas,FEMENINO,1611
2023,Octubre,renovadas,MASCULINO,21926
2023,Octubre,renovadas,FEMENINO,10398
